120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	11	8	28	69	
134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	8	7	19	36	59	
116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	4	4	16	29	58	
145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	8	10	17	26	79	
161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	4	5	9	24	32	82	
132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	5	10	16	31	67	
119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	9	14	41	47	
135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	3	23	38	65	
141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	3	10	17	26	81	
144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	3	11	17	37	71	
137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	12	20	27	70	
138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	6	2	8	16	30	72	
132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	23	31	71	
123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	10	17	25	65	
123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	2	10	25	25	58	
132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	7	7	13	37	64	
126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	7	15	30	64	
121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	6	15	36	62	
136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	6	16	37	71	
147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	5	7	17	30	84	
126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	7	14	15	24	62	
116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	6	8	14	27	56	
135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	7	21	30	70	
153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	16	21	39	73	
146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	6	14	16	36	70	
129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	3	12	19	30	61	
137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	11	15	24	81	
130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	6	16	39	64	
139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	4	10	10	35	77	
144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	5	1	10	23	29	74	
114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	4	4	11	38	53	
124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	7	10	16	31	56	
143	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	3	2	3	6	18	42	65	
130	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	3	2	8	15	34	65	
141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	7	8	18	36	68	
