1,0.05,0.673637524078951,0.658442387220376,0.689054185797649
1,0.1,0.673637524078951,0.658442387220376,0.689054185797649
1,0.15,0.673637524078951,0.658442387220376,0.689054185797649
1,0.2,0.673637524078951,0.658442387220376,0.689054185797649
1,0.25,0.673637524078951,0.658442387220376,0.689054185797649
1,0.3,0.673637524078951,0.658442387220376,0.689054185797649
1,0.35,0.673637524078951,0.658442387220376,0.689054185797649
1,0.4,0.673637524078951,0.658442387220376,0.689054185797649
1,0.45,0.673637524078951,0.658442387220376,0.689054185797649
1,0.5,0.673637524078951,0.658442387220376,0.689054185797649
1,0.55,0.673637524078951,0.658442387220376,0.689054185797649
1,0.6,0.673637524078951,0.658442387220376,0.689054185797649
1,0.65,0.673637524078951,0.658442387220376,0.689054185797649
1,0.7,0.673637524078951,0.658442387220376,0.689054185797649
1,0.75,0.673637524078951,0.658442387220376,0.689054185797649
1,0.8,0.673637524078951,0.658442387220376,0.689054185797649
1,0.85,0.673637524078951,0.658442387220376,0.689054185797649
1,0.9,0.673637524078951,0.658442387220376,0.689054185797649
1,0.95,0.673637524078951,0.658442387220376,0.689054185797649
1,1,0.673637524078951,0.658442387220376,0.689054185797649
2,0.05,0.586740675159729,0.568854047805809,0.604985417723176
2,0.1,0.586740675159729,0.568854047805809,0.604985417723176
2,0.15,0.586740675159729,0.568854047805809,0.604985417723176
2,0.2,0.58674352612035,0.568856777449191,0.604988394382227
2,0.25,0.587008690830223,0.569113257088065,0.605262442441795
2,0.3,0.600231812971039,0.581985140919376,0.618841187506355
2,0.35,0.887628246353121,0.865106405721656,0.910514265722581
2,0.4,0.887628246353121,0.865106405721656,0.910514265722581
2,0.45,0.887885454607119,0.86535657624722,0.910778639967287
2,0.5,0.887885454607119,0.86535657624722,0.910778639967287
2,0.55,0.904529668846811,0.881651470445514,0.927775036678314
2,0.6,0.904529668846811,0.881651470445514,0.927775036678314
2,0.65,0.904577327213814,0.881697585056849,0.927824277466964
2,0.7,1.17579947446708,1.14928244828633,1.20268584274962
2,0.75,1.17579947446708,1.14928244828633,1.20268584274962
2,0.8,1.18055156913286,1.15392393504168,1.20755011047291
2,0.85,1.18055156913286,1.15392393504168,1.20755011047291
2,0.9,1.18055156913286,1.15392393504168,1.20755011047291
2,0.95,1.18055156913286,1.15392393504168,1.20755011047291
2,1,1.18055156913286,1.15392393504168,1.20755011047291
4,0.05,0.567296458735388,0.549809449895265,0.585137987446312
4,0.1,0.567296458735388,0.549809449895265,0.585137987446312
4,0.15,0.567296458735388,0.549809449895265,0.585137987446312
4,0.2,0.568059465915893,0.55055131731246,0.585922436118938
4,0.25,0.671413497438768,0.652172154884323,0.691013679931119
4,0.3,0.671428073200202,0.652186303806798,0.691028690463284
4,0.35,0.672589256712991,0.653317329092246,0.692220437216831
4,0.4,0.672589256712991,0.653317329092246,0.692220437216831
4,0.45,0.81570640360859,0.794196267019583,0.837580384603892
4,0.5,0.81570640360859,0.794196267019583,0.837580384603892
4,0.55,0.821766330979578,0.800123429790813,0.843774221936589
4,0.6,0.82181394199891,0.800169796608056,0.843823095968386
4,0.65,1.22542064322065,1.19827083099233,1.25294004261396
4,0.7,1.24122902147684,1.21380568668701,1.26902334080742
4,0.75,1.24132963278048,1.21390373595888,1.26912655833668
4,0.8,1.97455049580603,1.93826295152553,2.01121488195986
4,0.85,1.98498020970986,1.94850420571936,2.0218348187152
4,0.9,1.98498020970986,1.94850420571936,2.0218348187152
4,0.95,1.98498020970986,1.94850420571936,2.0218348187152
4,1,1.98498020970986,1.94850420571936,2.0218348187152
10,0.05,0.197903938144339,0.190258263063884,0.205750572742669
10,0.1,0.257909687614988,0.249080342652508,0.266943372344539
10,0.15,0.258363744330042,0.249525900956431,0.267405950926379
10,0.2,0.331465751792441,0.321330555074991,0.341808925149795
10,0.25,0.331884220362255,0.32174162453439,0.342234820556407
10,0.3,0.421521345390436,0.409927266187283,0.433327554148596
10,0.35,0.42185340293681,0.41025399999763,0.43366495428321
10,0.4,0.531319153175251,0.518109767694603,0.544744711236111
10,0.45,0.532310057366685,0.519086079130605,0.545750252170974
10,0.5,0.669846404183408,0.654746752114764,0.685166865229638
10,0.55,0.851023185612382,0.833666803804591,0.868605005341868
10,0.6,0.851114963445876,0.833757078526821,0.868698294767766
10,0.65,1.09607033787121,1.07586160256813,1.11651006383178
10,0.7,1.09706162011622,1.07684236032136,1.11751188215457
10,0.75,1.41806014398541,1.39437578879008,1.44198098618996
10,0.8,1.4191456607202,1.39544997508511,1.44307785205235
10,0.85,2.05361160359154,2.02383551514072,2.08362870229808
10,0.9,2.05390011216956,2.02412088643595,2.08392035646602
10,0.95,3.90160040503911,3.85613456532424,3.94731045846179
10,1,3.90160040503911,3.85613456532424,3.94731045846179
20,0.05,0.0546053176215725,0.050778504429567,0.0586196264268077
20,0.1,0.076478307347399,0.071911040610409,0.0812347919067511
20,0.15,0.101987685697695,0.096673103407218,0.107493239024006
20,0.2,0.128258422846969,0.122246865885937,0.134463360892262
20,0.25,0.16182700041586,0.155016686367816,0.168833103108194
20,0.3,0.200779051648573,0.193127073355863,0.208629328471846
20,0.35,0.259582989746006,0.250769108839387,0.268599082262166
20,0.4,0.300515672474722,0.290956881750622,0.310279041605934
20,0.45,0.364990371451754,0.354323310224339,0.375865799455161
20,0.5,0.433278441731748,0.421515830001907,0.445253043279226
20,0.55,0.572403260691042,0.558585713967247,0.586439143036084
20,0.6,0.641102692834795,0.626330851865889,0.6560956983512
20,0.65,0.792105790770531,0.77536806007319,0.809069708460391
20,0.7,1.08258860389023,1.06239622755386,1.10301452986286
20,0.75,1.24241785682929,1.22046670015388,1.26460541248599
20,0.8,1.7527806328737,1.72553538969315,1.78026986538664
20,0.85,2.04675270324948,2.01670508212458,2.07704672364579
